"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"39","Alec Pierce","WR","IND","16","20","14.1","4.9","1.4","20.9","0","2.5","1.6","5.6","16.1","8.9","4.4","8.6","BYE","0","-","21.2","12.7","8.9","142.9"
"40","Cooper Kupp","WR","SEA","12","25","5.7","-","-","-","-","-","13.6","15.9","11.5","25.6","16","3.2","17.7","0","3.9","3.4","-","11.8","141.5"
"41","Wan'Dale Robinson","WR","TEN","17","8.8","8.8","9.6","12.6","13","7.5","5.3","5.5","2.5","7.6","-","7.2","1.6","5.8","5.8","9.7","15.6","9.3","8","136.2"
"42","George Pickens","WR","DAL","14","10.5","3.9","8.2","12.8","4.1","6.8","19.6","9.4","-","18","12.9","6.8","14.9","-","-","-","6.5","0.5","9.6","134.9"
"43","Michael Pittman Jr.","WR","PIT","16","5.1","3.6","5.6","14.3","12.2","11","7.8","2.1","1.9","-","7.1","12.6","6.7","-","6.8","2.9","21.4","10.2","8.2","131.3"
"44","Deebo Samuel Sr.","WR","FA","15","16.2","14","-","8.7","2.5","19.2","0","10.6","-","10.1","4.1","2.6","2","4.5","3.4","21.6","8.6","-","8.5","128.1"
"45","Jalen Tolbert","WR","MIA","17","1.7","11.2","11.7","3.9","18.2","6.3","-","5.9","9.4","2.9","3.1","9.2","5.1","0","7.6","9","10.5","11.8","7.5","127.5"
"46","Jaylen Waddle","WR","DEN","16","13.7","6.5","4.6","5.6","6.6","-","1.6","6.5","6.6","7.1","4.7","24.4","9.3","16.4","0","-","0","7","7.5","120.6"
"47","Nick Westbrook-Ikhine","WR","IND","17","0","0","0","0","-","7.4","8","10.9","13.5","4.6","18.7","11.8","19.6","2.4","1.9","8.7","5.2","7","7","119.7"
"48","DeAndre Hopkins","WR","BAL","16","1.3","1.4","16.3","4.1","-","7.4","0.3","3.9","24.6","7.6","4.4","12","11","11.2","6.1","5.7","1.7","-","7.4","119"
"49","Rome Odunze","WR","CHI","17","1.6","4.3","20.4","1.5","6.5","5","BYE","6.9","12.9","3.8","9.5","6.4","3.5","18.2","4.9","7.7","2","2.8","6.9","117.9"
"50","Jalen McMillan","WR","TB","13","9.7","2.6","1.1","-","-","0","4.1","7.2","-","-","BYE","1.6","3.5","19.9","16","14.2","20.5","16.5","9","116.9"
"51","Adam Thielen","WR","FA","10","6.4","3","11.5","-","-","-","-","-","-","-","-","7.2","19.9","14.7","7.6","12.8","25.5","6.9","11.6","115.5"
"52","DeMario Douglas","WR","NE","17","2.2","0","11.3","2.8","8.9","18.2","2.4","2.2","7","7","7.9","8.8","4","BYE","8.6","5.9","12.6","4.9","6.7","114.7"
"53","Tank Dell","WR","HOU","14","7.4","1.8","8.7","-","5.3","15.2","0","11.5","15.6","5.8","7.8","8.7","2.8","BYE","5.1","18.8","-","-","8.2","114.5"
"54","Chris Godwin Jr.","WR","TB","7","18.3","21.2","14.3","9.9","9.1","30","10","-","-","-","BYE","-","-","-","-","-","-","-","16.1","112.8"
"55","Marvin Mims Jr.","WR","DEN","17","0","1.5","1.4","0","2.9","0","2.8","1.3","0.9","5","12.3","5.7","18.4","BYE","4","8","26.2","19.6","6.5","110"
"56","Ray-Ray McCloud III","WR","FA","17","7.2","6","4.7","8.2","9.6","2.8","1.9","4.1","11","5.1","7.6","-","11.3","12.1","1.9","4.2","3.2","8.6","6.4","109.5"
"57","Romeo Doubs","WR","NE","13","7","7.7","2.3","5.9","-","18.4","13.4","8.7","4.8","-","2.2","6.9","-","BYE","17.5","3","11.3","-","8.4","109.1"
"58","Demarcus Robinson","WR","SF","17","6.2","6","3.7","4.7","10.3","-","1.4","16.5","24.4","2.8","2.9","8.5","11.9","0","0","0","0","8.7","6.4","108"
"59","Allen Lazard","WR","FA","12","23.9","2.1","12.3","8.3","11.4","20.4","7.8","-","-","-","-","-","-","2.3","0","3","1.4","14.6","9","107.5"
"60","Tre Tucker","WR","LV","17","3.2","2.3","19.1","12.9","3.6","0","6.2","4.3","1.5","BYE","5","11.7","13.4","1.7","2.8","4.3","9.9","3.9","6.2","105.8"
"61","Andrei Iosivas","WR","CIN","17","4.1","13.7","13.7","3.4","4.4","4.6","0","0","7.5","3.9","6.1","BYE","11","6.1","1","12.8","7.4","2.2","6","101.9"
"62","Michael Wilson","WR","ARI","16","7","4.1","10.4","3.3","10.3","9.1","2","11.6","0","3.9","BYE","6.4","8","12.7","1.9","5.4","4.9","-","6.3","101"
"63","Calvin Austin III","WR","NYG","17","1.2","1.1","17.5","2.2","1.1","4.6","4.1","18.9","-","3","0.4","15.3","9.9","0.9","9","8.5","5.1","-2","5.9","100.8"
"64","Amari Cooper","WR","FA","14","2.6","2.6","24.1","5.5","8","6.2","14.6","0.8","-","-","6.5","-","2.7","12.5","0","1.5","13.1","-","7.2","100.7"
"65","Xavier Legette","WR","CAR","16","5.5","0","5.2","16.6","1.3","9.8","1.9","11.4","11.9","5.5","BYE","7.6","7.3","4.9","1.9","-","5.3","4.5","6.3","100.6"
"66","Kayshon Boutte","WR","NE","15","-","-","0.7","1.6","4.4","13.4","3.8","6.1","2.8","6.7","5.3","1.1","7.6","BYE","2.9","18","4.8","21.2","6.7","100.4"
"67","Stefon Diggs","WR","FA","8","18.9","5.7","14.9","16","11.2","16.7","4.8","10.2","-","-","-","-","-","-","-","-","-","-","12.3","98.4"
"68","Keon Coleman","WR","BUF","13","7.1","0","8.9","6.6","11.4","4.1","14.5","15.5","4.6","-","-","BYE","-","-","6.9","2.2","10.2","5","7.5","97"
"69","Tyler Lockett","WR","LV","17","10.7","2.5","7.1","8.6","9.5","14.5","6.5","1.4","13.8","BYE","2.9","3","3.1","0","2.7","2.9","3.5","3.8","5.7","96.5"
"70","Dontayvion Wicks","WR","GB","17","0","10.1","0","22.3","3","1.4","12.3","2.1","0","BYE","0","3","5","6.9","2.4","8.8","6.3","7.4","5.4","91"
"71","Christian Watson","WR","GB","15","8.8","0","7.7","0","-","14.3","1","5.9","7.2","BYE","17","0.4","7.7","11.4","7.1","2.3","-","0","6.1","90.8"
"72","Darius Slayton","WR","NYG","16","4.1","4.8","1.2","7.1","22.2","8.7","1.6","12.8","7.5","-","BYE","0","1.8","3.7","2.1","3.2","9.7","0","5.7","90.5"
"73","Elijah Moore","WR","FA","17","2.4","7.4","2.7","1.6","2.6","0.8","7.1","12.5","4.3","-","15.6","3.6","15.2","4.9","0.9","3.1","0.6","5.1","5.3","90.4"
"74","Olamide Zaccheaus","WR","ATL","17","2","2.9","0","11.5","1.5","4.7","4.5","0","5.8","-0.7","1.5","1.3","2.9","-","5.1","21.5","19.3","6.1","5.3","89.9"
"75","Jalen Nailor","WR","LV","17","8.6","12.9","10.9","1.6","0","-","9.6","2.6","7.2","0.9","0","7","2.3","0","1","1","16.6","6.8","5.2","89"
"76","KaVontae Turpin","WR","DAL","17","6","1.6","12.7","0","6.4","3","BYE","3.2","5.1","0","16.1","7.3","7.5","3.6","2.7","2.3","3.9","7.3","5.2","88.7"
"77","Joshua Palmer","WR","BUF","15","2.5","2.9","-","5.1","-","4.8","8.3","8.2","13.3","4.1","3.3","5.3","3.6","10.8","2","7.6","6.1","-","5.9","87.9"
"78","Devaughn Vele","WR","NO","13","7.9","-","-","-","-","9.8","2.5","4.3","2.1","11.9","8.6","11","2.1","-","0","9.1","3.7","13","6.6","86"
"79","Mack Hollins","WR","NE","17","9.5","0","2.1","1","3.7","7.3","0","0","11.5","10.6","3.7","-","7.2","13.7","1.2","3.5","4.3","4","4.9","83.3"
"80","Parker Washington","WR","JAC","17","0.8","0","2.8","0","0","0","6","6.1","5.6","0","1.5","BYE","21.3","2.5","6.9","8.4","10.6","8.5","4.8","81"
"81","Ricky Pearsall","WR","SF","11","-","-","-","-","-","-","3.6","9.7","BYE","15.3","0","0","0","1","2.1","5.7","24.7","15.9","7.1","78"
"82","Tutu Atwell","WR","MIA","17","0","6.3","11.3","10.2","9.5","BYE","8.1","2.3","2.1","1.1","2.6","4.5","4.9","6","1.1","1.7","0","6.2","4.6","77.9"
"83","Jalen Coker","WR","CAR","11","-","-","-","0","8.8","4.5","1.5","15.8","4.6","5.6","BYE","-","-","-","19","1.8","4.5","10.5","7","76.6"
"84","Tim Patrick","WR","FA","16","-","2.2","1.3","6.2","-","8.3","3.5","0","2.2","0","4.1","7.5","5.8","19.3","11","0","2","2.5","4.7","75.9"
"85","Marquez Valdes-Scantling","WR","FA","14","2.4","0","1.2","0","0","0","-","-","1","24.4","15.7","-","10.6","7.1","7.8","-","0","4.8","5.4","75"
"86","Diontae Johnson","WR","FA","12","2.9","3","22.2","17.8","4.4","16.8","2.2","-","0","1.1","0","0","-","-","-","-","-","2.2","6.1","72.6"
"87","Greg Dortch","WR","DET","17","8.1","2.1","5","5.8","1.2","3.1","7","1.4","0","0.4","-","1","1.7","1","8.1","3.2","3.3","19.4","4.2","71.8"
"88","Rashid Shaheed","WR","SEA","6","14.8","18.9","0","11.7","16.6","7.8","-","-","-","BYE","-","-","-","-","-","-","-","-","11.6","69.8"
"89","David Moore","WR","CAR","17","1.9","0","0","0","2.3","2.7","0","5.9","3","2.8","BYE","17.1","6.5","3.5","2.9","10.9","2.2","7.4","4.1","69.1"
"90","Noah Brown","WR","FA","11","-","7.1","4.4","4.1","-","7.8","2.1","14.8","8.5","4.8","0.9","10.1","4.2","-","-","-","-","-","6.3","68.8"
"91","Cedric Tillman","WR","CLE","11","0.8","0.7","0.9","0","0","-0.5","14.1","25.4","16.5","BYE","6.2","1.8","-","-","-","-","-","-","6","65.9"
"92","Sterling Shepard","WR","FA","14","-","-","0","6.6","6.9","6.9","4","3.3","8.9","1.5","-","4.1","6.2","8.3","2.1","3.9","-","1.6","4.6","64.3"
"93","Chris Olave","WR","NO","8","2.1","10.8","17.6","12.7","2","-1","-","14.7","1.8","-","-","BYE","-","-","-","-","-","-","7.6","60.7"
"94","Tyler Boyd","WR","FA","16","3.3","3.6","4.8","4.1","-","3.4","6.8","2.9","0.3","0","4.4","8.5","5.2","1.2","4.9","3","2.4","-","3.7","58.8"
"95","Christian Kirk","WR","SF","8","3.5","0.4","11.9","15.6","10.8","5.4","2.9","6.9","BYE","-","-","-","-","-","-","-","-","-","7.2","57.4"
"96","Brandin Cooks","WR","FA","10","12.5","2.6","2.6","2.1","-","-","-","-","-","-","-","-","9.1","6.8","4.9","6.3","7.2","2.5","5.7","56.6"
"97","Troy Franklin","WR","DEN","16","-","0","2.1","0.8","2.5","10.6","7.5","1.4","2.4","1.4","8.5","4.1","3.8","BYE","1.9","3.5","0.4","2.2","3.3","53.1"
"98","Rashee Rice","WR","KC","4","13.8","16","23.1","0","-","BYE","-","-","-","-","-","-","-","-","-","-","-","-","13.2","52.9"
"99","Dyami Brown","WR","WAS","16","0","2.7","2.6","0.9","12.7","1.6","2.8","1.1","2.9","-0.3","0.9","4.6","5.9","BYE","4.5","5.6","-","3.9","3.3","52.4"
"100","Justin Watson","WR","HOU","17","3","3.2","1.8","3.7","0","-","1.3","4.8","5.8","1.6","3.6","2","7.1","0","0","0","13","1","3.1","51.9"
"101","Van Jefferson","WR","WAS","17","0.6","2.4","0","3.1","4.1","0","8.5","8.2","-","0","0","4.9","4.8","7.5","0.5","3.7","0","3.3","3","51.6"
"102","Kendrick Bourne","WR","ARI","12","-","-","-","-","1.1","1.9","1.9","0","6.1","-","15.5","4.5","6","-","5.9","2.8","3.2","2.2","4.3","51.1"
"103","Brandon Aiyuk","WR","SF","7","3.8","6.3","7.3","5.8","18.7","4.7","3.3","-","BYE","-","-","-","-","-","-","-","-","-","7.1","49.9"
"104","Lil'Jordan Humphrey","WR","DEN","17","0","7","6.7","0","5.8","1.3","2.2","2.2","2.1","3.3","13.2","1.4","0","BYE","0","0","0","3.6","2.9","48.8"
"105","Curtis Samuel","WR","FA","14","2.5","0.8","3.7","2.5","0.4","5.9","0","-","0","5.5","14.3","-","0.7","2.6","0.6","-","-","8.7","3.4","48.2"
"106","Tyler Johnson","WR","FA","15","10.4","3","3.5","0","0","-","7.7","1.1","5.3","4","0","1.6","0","0","0","-","-","11.5","3.2","48.1"
"107","Kalif Raymond","WR","CHI","12","1.2","4.2","0","1.4","-","9.3","11.4","14.4","0.5","0","4","0","-","-","-","-","-","1.6","4","48"
"108","Mike Williams","WR","FA","18","0","2.4","4.9","8.7","3.5","0","2","0","1.1","9.7","0","0","0","5.1","2","3.9","0","3","2.6","46.3"
"109","JuJu Smith-Schuster","WR","FA","14","0","0","8.7","0","16.5","-","0","-","-","-","1.3","1.1","1.5","4.1","7.2","0","2.8","0.9","3.2","44.1"
"110","Gabe Davis","WR","FA","10","7.7","5.8","2.8","0.3","3.3","19","1.8","0","-","2.4","0.8","-","-","-","-","-","-","-","4.4","43.9"
"111","John Metchie III","WR","CAR","13","-","-","-","1.2","0","0","0","4.4","0","15.9","4.8","1.1","2.6","-","2.7","-","7.3","3.4","3.3","43.4"
"112","Adonai Mitchell","WR","NYJ","17","0.7","3.5","0","1","7.2","1.9","4","1.4","2.7","10.1","4","1.5","0","-","-3","4.1","3.2","0","2.5","42.3"
"113","Nelson Agholor","WR","FA","14","1.1","1.8","6.1","2","0.9","3","2.5","11.1","3.4","7.1","0","0","0","-","3.1","-","-","-","3","42.1"
"114","Malik Washington","WR","MIA","14","-","-","-","1.3","0","BYE","1.9","0","0.9","10","3.3","0.8","-0.2","0","7.7","4.3","5","6.8","3","41.8"
"115","Jordan Whittington","WR","LAR","15","0","3.2","4.3","9.2","12.4","BYE","0","-","-","0","0","0","0","0","0","0","1.1","11.3","2.8","41.5"
"116","Cedrick Wilson Jr.","WR","FA","15","-2","0","0.8","0","0","3.8","14.7","-","4.4","-","0","-","2.4","2.3","4.8","1.8","3.2","3.7","2.7","39.9"
"117","DJ Turner","WR","FA","13","1.4","0.2","0","7.8","2.2","4.7","2.7","11.2","0","-","4.4","1.5","3","-","-","-","0","-","3","39.1"
"118","Derius Davis","WR","LAC","15","0.9","0","0.8","0","BYE","2.7","-","-","0","2.8","2.5","1.4","1.1","1.1","0","9.8","9.6","0.9","2.2","33.6"
"119","Jahan Dotson","WR","ATL","17","0","1.1","1.8","2.1","-","2.8","0","0","4.1","3.2","1.3","0.9","1.2","1","0","0","0","12.9","1.9","32.4"
"120","Josh Reynolds","WR","FA","9","7","11.3","4.6","0","7.4","-","-","-","-","-","-","-","-","-","0","0","0","1.6","3.5","31.9"
"121","Tylan Wallace","WR","CLE","17","0","0","0","0","4.1","0","0","0","0","19","1.3","2","2.4","-","1.3","0","0.7","0","1.8","30.8"
"121","Ryan Miller","WR","NYG","11","-","-","-","-","-","4.4","-","3.4","6.6","1.6","BYE","1.9","0","0","0.6","8.7","3.6","0","2.8","30.8"
"123","Jalen Brooks","WR","ARI","14","2.3","1.5","2.9","0","1.5","2","-","0","3.6","0.9","BYE","4.6","0.5","-","8.2","-","1.7","0","2.1","29.7"
"124","Trey Palmer","WR","NO","15","2.4","0","0","10.1","-","-","2.1","3.9","4.3","0","-","2.3","0","0","0","4.1","0","0","1.9","29.2"
"125","KhaDarel Hodge","WR","FA","16","0","0","0","6","13.7","0","0","0","1.4","0","3.2","-","0","0","0","-","1.4","2.9","1.8","28.6"
"126","Robert Woods","WR","FA","15","0","0","2.8","1.5","0","-","-","2.8","5.4","0.6","2.3","1.3","0","-","2.2","3.4","3.1","2.9","1.9","28.3"
"127","Mecole Hardman Jr.","WR","BUF","12","0","0","0","0","5.3","-","12","1.3","3.2","0.8","3.1","1.5","0","-","-","-","-","-","2.3","27.2"
"128","Malik Heath","WR","FA","12","-","-","0","2.2","2.4","0","0","0","-","-","0","8.5","0","0","-","-","6.8","6.8","2.2","26.7"
"128","Ja'Lynn Polk","WR","NO","15","1.1","8.2","2.3","4.5","1.8","0.9","0","-","0","6.7","0","1.2","0","-","0","0","0","-","1.8","26.7"
"130","Dante Pettis","WR","NO","8","-","-","-","-","-","-","-","-","-","1.3","1.4","BYE","3","0","3.4","4.1","4.2","8.6","3.3","26"
"131","Luke McCaffrey","WR","WAS","17","3.3","0","5.9","2.2","3.4","1","0","1.3","0","2.8","0","1.3","2.3","BYE","0.5","1.8","0","0","1.5","25.8"
"132","Jonathan Mingo","WR","DAL","17","3.3","0.6","3.5","3.9","4.7","0.6","0","0","0","-","0","1.3","0.7","0","0","0","1.7","3.4","1.4","23.7"
"133","Jake Bobo","WR","SEA","17","0","2.5","0","4.5","0.8","2.8","0","2","0","BYE","0","1.3","0","0","1.3","1.1","0","6.9","1.4","23.2"
"134","Bub Means","WR","NO","7","0","0","-","0","0","13","5.2","4.1","-","-","-","BYE","-","-","-","-","-","-","3.2","22.3"
"135","Jamison Crowder","WR","FA","6","1","-","0","-","-","-","-","-","-","-","-","-","-","-","4.2","14.5","4","-2","3.6","21.7"
"136","Kevin Austin Jr.","WR","NO","8","-","-","-","-","-","-","-","-","-","4.6","2.3","BYE","5.5","1","1.3","2.2","2.8","1.8","2.7","21.5"
"137","Bo Melton","WR","GB","17","0","0.8","0","3.3","1.7","3.8","1.2","0","2.4","BYE","0","0.5","0","0","0","1.4","3.3","0.1","1.1","18.5"
"138","Trent Sherfield Sr.","WR","FA","17","0","2.2","1.3","1.3","0","-","0","7.5","1.2","1.6","2.1","0","0","0","1.1","0","0","0","1.1","18.3"
"139","Ashton Dulin","WR","IND","15","11.9","1.8","0","0","0.9","0","1.2","0","1.7","0.7","0","0","-","BYE","-","0","0","0","1.2","18.2"
"140","Xavier Hutchinson","WR","HOU","16","0.8","0","0","0","4.1","0","1.6","2.4","0","1.6","0","0","-","BYE","1.8","1.3","3.1","1","1.1","17.7"
"141","Mason Tipton","WR","NO","11","1.1","0","2.1","1.1","0.7","2","7.5","2.4","0","0","-","BYE","-","-","-","0","-","-","1.5","16.9"
"141","Rakim Jarrett","WR","FA","10","-","-","-","-","-","-","-","7.3","1.4","2","-","3.5","0","0","0","1.1","1.6","0","1.7","16.9"
"143","K.J. Osborn","WR","FA","8","3.6","1.2","0","0.8","-","-","9.6","0","-","0","-","-","-","-","-","-","0","-","1.9","15.2"
"144","Ainias Smith","WR","CAR","7","-","-","-","-","-","-","-","0","0.7","1.6","0","0","-","-","-","-","0","11.9","2","14.2"
"145","Devin Duvernay","WR","ARI","13","0.3","0.4","0.4","0","0.3","-","-","-","-","0","0","-","3.3","1.6","5.7","0.8","0.9","0","1.1","13.7"
"146","Simi Fehoko","WR","ARI","8","0","0","2.2","0","-","5.4","6","0","0","-","BYE","-","-","-","-","-","-","-","1.7","13.6"
"146","Hollywood Brown","WR","PHI","2","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","7","6.6","-","6.8","13.6"
"148","Tyrell Shavers","WR","BUF","3","-","-","-","-","0","-","-","-","-","0","-","BYE","-","-","-","-","13.4","-","4.5","13.4"
"149","Ryan Flournoy","WR","DAL","11","-","-","-","-","0","-0.3","BYE","0","1.8","0","2.9","0","-","0","-","5.6","0.8","2.4","1.2","13.2"
"150","Jermaine Burton","WR","FA","14","0","5.2","0","0","0","-","0","4.6","-","1.6","1.3","-","0","0","0","0","0","-","0.9","12.7"
"151","Bryce Oliver","WR","TEN","10","-","-","-","-","BYE","-","-","-","0","3.3","3.8","0","0","2.1","1.3","0","0","2","1.3","12.5"
"152","Zay Jones","WR","FA","11","-","-","-","-","-","-","0","0.8","0","0","-","0","0","1.8","0.8","0","2.4","6.6","1.1","12.4"
"153","Johnny Wilson","WR","PHI","16","0","0","1.4","0","BYE","0","0","0","0","7","0","0","-","0","0","0","0","3.9","0.8","12.3"
"154","Parris Campbell","WR","DAL","5","-","0","2.3","9.7","-","-","0","-","-","-","-","-","0","-","-","-","-","-","2.4","12"
"155","Tay Martin","WR","FA","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.4","11.4","11.4"
"155","Xavier Gipson","WR","NYG","17","0","0","2.6","1.1","0","0","0","6.6","0","0","2.2","-","0.4","0","0","-2","0","0.5","0.7","11.4"
"157","Jalen Reagor","WR","FA","8","-","-","-","-","-","-","2.5","4.5","0.5","-0.2","0","3","0","0.9","-","-","-","-","1.4","11.2"
"158","DJ Chark Jr.","WR","FA","7","-","-","-","-","-","-","-","-","-","0","-","-","0","1.4","2.6","0","0","7.1","1.6","11.1"
"159","Chris Conley","WR","FA","15","0","0.9","0","0","-","0","0","0","-","-","0","0","0","0","0","0","1.8","7.9","0.7","10.6"
